addr,total,success,fail
0x88cb253d4c8cab8cdf7948a9251db85a13669e23,83,83,0
0xd5bf9e015755489d7f8e1465ce3d82cc550efec8,65,15,50
0x4d0d840f32c8def495170318dd052f2d082d4906,105,44,61
0x963b9e20321cab408f3b35520f0fe3f54148f508,135,50,85
0x91f42059d9258f82544267abca56af6b1487e727,87,85,2
0xe31107697ac27303a12de3f17b89b53a33a1696e,19,8,11
0xee37e56f3a47d7c752c92407064f96077338fd5d,100,37,63
0x5a7c2faf1f08314a1c24f4e09f452d4eb11f6eec,324,0,324
0x334238e4e2ea83c3695f90c40f7608cb78ea5c79,45,44,1
0xf3545dd41364ceb7aad568f4b60981b49c81d81d,37,13,24
0x3266724e4e58e5891eb30e6d329ba119a192483c,116,116,0
0x568a6f14c8096983b341b5514930a45637e13222,225,30,195
0x25a339134e8eeedc9b73a51f2a4aebeaa1ae7b97,39,39,0
0x6cc8e06d647883868f2d3149b0ea0734fd67f3e4,316,263,53
0xa3b7cee4e082183e69a03fc03476f28b12c545a7,113,74,39
0xb0eac62cfaa83d774a0ee5cd12c48b1f9e245513,45,41,4
0xabf9e19cdd5d46bf13f94570d37db8d70b592e1d,33,30,3
0x72b886d09c117654ab7da13a14d603001de0b777,130,130,0
0x5d95c4c73e152727750df27ff7da1c7169430dd6,147,33,114
0x9192249b95d0d3dacb3a0b0cd93560f4209c7493,3,1,2
0x1f27b6676aed74571c86a9a2684f86af8960a1d8,354,93,261
0x970d5e0bd5c4f193fccf7fd579590c5f5c69b2d9,141,33,108
0x818bab157da988549f570e6e71ac8c6c68719b26,107,59,48
0x26db7c201cf83b0a5f4e764e854b9f108ef0e71c,184,181,3
0xacacef43b4a695c06daab79725477327bdcbfd0b,48,44,4
0xca62ec42a1f25db13a55a4ef65dadf8c5ee260e8,349,56,293
0xac43f1c3dec807ceab45e9ab3327126aa69b7a26,191,162,29
0x34b6f5aa05d2bf9e524d5f0f5fa8cea6dbef2bcd,447,6,441
0x9e04f519b094f5f8210441e285f603f4d2b50084,60,8,52
0xa42707dd8e034ce97945e7cc107fc593772602ce,76,72,4
0x2f71f82d082cf7ece361f5992679fadd52b645a9,118,26,92
0x558b43902dac85134c72a2b948e8db597e2992f0,21,20,1
0xb474842a8c01d9de15b2781462673e1ac62bd5ce,33,33,0
0x2a036569dbbe7730d69ed664b74412e49f43c2c0,124,36,88
0xf170dc852241822f16f2c51d8f0f58164a863f79,31,29,2
0xb7bceb36c5f0f8ec1fb67aaeeed2d7252112ea21,326,326,0
0x7e5f21576c3eb6796de56c21f09b93e1677050e0,46,36,10
0x9c99d7f09d4a7e23ea4e36aec4cb590c5bbdb0e2,165,27,138
0x0a16305612706b4eabce43247d61fe7fbed708e4,395,89,306
0x9f5a47429d263f5f6c0d3c7423364e73f6fc3174,371,100,271
0xe22d6d84e048f08687c087561a350a33d8af7cc1,66,50,16
0x2fc52c61fb0c03489649311989ce2689d93dc1a2,144,9,135
0x88c2177f954a36ba4b138c772db8707d41c13cd9,14,13,1
0x6d3ab34f42f8ecf7645f05c343f8d520e0764589,56,43,13
0x87e0864de88c60c5d11d51647e5bf12db3974674,46,12,34
0xd73ca0d13e2bba8fbc6cfe60c8fd5753563da1de,20,20,0
0x24ed24f98965acad3109bf0786dcc67f7496ba55,77,70,7
0xc67f5e3a5b697ae004edd8f84925189a81c6dc4b,79,43,36
0x32ddbb0fc65bb53e1f7d6dc1c2a713e9a695b75b,196,103,93
0x809826cceab68c387726af962713b64cb5cb3cca,433,126,307
0x8035d57f384b79ac0f808359630daf479fbe80d9,46,32,14
0x66f73d0fd4161cfad4302dc145ff994375c13475,57,19,38
0xc7df86762ba83f2a6197e1ff9bb40ae0f696b9e6,163,61,102
0x12770beb72920bcdff7b132e207040691dd27213,111,23,88
0xd98827cad6c190ecc5bff92cdceae8b167f468c2,115,25,90
0x90d9fb9cd52fd640f589c1e74955ef573ce63ca6,97,84,13
0xd186db306f8bbdd515663e3880b2a94c16fa58b2,358,113,245
0x172700a7dbbf92ee1db1474f956fd1078d2d0a00,41,10,31
0xf297f8970ef3dadb3beb6de78b135debaad3a626,164,98,66
0x3d198d8c45c3d2adec3eefd1a550947718b200f7,37,37,0
0xdbd9f2007fc114306b078edd1b832af3ad5c2980,36,35,1
0x229d314730a8bc5547f05bf54163c20cfe8e013b,40,25,15
0xcf8918df752ad873b79f8ea05a80ad8fd02a64e6,257,204,53
0xa93a4c25bc4c5395c66adfb53e264bd870ca2876,431,431,0
0xe1c7e30c42c24582888c758984f6e382096786bd,206,71,135
0xbd4b2dd8fbcecb2af5904ff5f218037b0f693275,39,5,34
0x2c9c19ce3b15ae77c6d80aec3c1194cfd6f7f3fa,88,87,1
0x71381aa65eaa38e77bf14ae450da9f6202eb59fa,45,11,34
0xc89c55c62128b8ae7cb1c4923733585ca709ea74,24,0,24
0x64a1c0937728d8d2fa8cd81ef61a9c860b7362db,162,109,53
0x1788430620960f9a70e3dc14202a3a35dde1a316,191,59,132
0x478b33d7f923eecb39a712e038cf2f40293b96ae,165,45,120
0xd5eab5726bcd05a62becc74bdac5df9c7fa93622,445,11,434
0xcdefd353ba028a77c1cfbbf9571e7a19df582380,63,51,12
0x1a300c5a5639c4605c1b47f6e079e8b4056a9376,76,0,76
0x742e8ffa4f7c7e1f07ae576e2d2fc712bc925653,343,316,27
0x626e8036deb333b408be468f951bdb42433cbf18,202,197,5
0x19bfcdea24062e7db4e92c6742032cd89a3c8e07,71,14,57
0x29b4ea6b1164c7cd8a3a0a1dc4ad88d1e0589124,95,66,29
0x1e725bcc09ad221d35af5adeda404fb2147b43fa,110,36,74
0x0f18d9e6111fadf9151f769a9ebd47d093ad2899,35,22,13
0x8eb24319393716668d768dcec29356ae9cffe285,420,206,214
0xe6d1cf4945c90409963227caf95cfab0dcd61537,43,32,11
0xd95c08db87628febfc551c1ff1cfc9fe1269ef9c,187,155,32
0xb271d2c9e693dde033d97f8a3c9911781329e4ca,326,5,321
0xd8faf7d15782c60d71e55895f2419566643ba9bb,95,78,17
0xa71b14c54a379ac373687be30fff502cc1b260d2,23,21,2
0xa63673fd80e67aaeab5489c61760a490476a748a,99,22,77
0x67062888a7c4d7acac8d4ee82920aa1e0189accc,115,76,39
0x63347a7ffe6d0974b7dafd0cd18ff000c25ca5a8,25,19,6
0x0c2b624f5e1c0e2843e4cf78d6d0303eb2259ea6,27,27,0
0xb000a4933107033a4e5483a1576eda178f769508,125,79,46
0x15b363ceb7688a727b8406aed009d70f7704cd34,267,72,195
0xf61690ed5334d00ba7e03ff96dacf1fcf0685169,80,75,5
0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2,190,57,133
0xcbbbdd5e36f579369d92e2c7514a61d88b5dfe05,33,33,0
0xb184b9414e7d7c436b7097ed2c774bb56fae392f,190,99,91
0x5b003b8a7ddc04ccf873cd098647dd525ad5e854,67,53,14
0xe493ea3c5f689280b19f4f566a62e65e7bc5c4ff,43,43,0
0x37c997b35c619c21323f3518b9357914e8b99525,91,2,89
0x049bddf5c1aa5ec3edae66525379e3c30cdf88a7,33,23,10
0x1482d014aacbeabe40e81aaecfa53c1b226a059f,18,18,0
0x0ee1fb382caf98e86e97e51f9f42f8b4654020f3,39,22,17
0xa2ea5cb0614f6428421a39ec09b013cc3336efbe,44,19,25
0x64a2ae6d69f6c6ff2efcd99b00476f61f5dfb7ef,63,7,56
0x33b4fe5e40e4903a0849ca97b3292eac3eb0aa36,63,37,26
0x66f4735c4fcd49832b5746c767b168fa1ff89407,54,51,3
0x63f421b24cea6765b326753f6d4e558c21ea8f76,242,76,166
0x22c594c42fcd0b9dfde27aa8976a510c9d044356,299,242,57
0xb318d1b6805d2f8ec0e95e2600ad60b4725827c7,388,371,17
0xea3171718dc324d8258dcdb92268cb62649bd0c1,146,107,39
0x334ec5498b9fe6575d118d89a8c9f3b4472f7862,33,33,0
0x4f70d1c9d5c8a57db5acc139915f69d06bd22f49,201,94,107
0x2e38ead6a330fc54dc543df6e7cec73b4eb874aa,278,278,0
0x46a53e620b5bf44a4400ecb576141aa6205f7431,176,108,68
0x96ff741d07a856f69527fbe07cb4f67640e97ee4,23,23,0
0x7abc458a355beb1866bbf3563d48ad5a1c904621,333,162,171
0x162b78713ec6eb643e5f3bb52fbad9d3c5233ef9,60,45,15
0x9f9b2b8e268d06dc67f0f76627654b80e219e1d6,241,188,53
0x01b23286ff60a543ec29366ae8d6b6274ca20541,80,25,55
0xeeea6c44d19df3855afa7350a5b78e59bd56dd89,44,41,3
0xeed10864e9fd813d12a0f40eb5f73ff2d31b2abb,50,19,31
0xe6028b8ecd996f719a5d5ad0c15f3667258eebe0,134,99,35
0x6f5e77cea0abdda40013a8ef53639c96972fb745,74,74,0
0x7a1eb86c35136143dda358d4a2d8ac25c4902388,496,25,471
0x4ea8972d6dca586baf22dfbe727f31c3274765ae,283,33,250
0xc4a0b1e7aa137ada8b2f911a501638088dfdd508,92,26,66
0x5a775dd40782bd0238472a57b3780ff54da6e669,285,277,8
0x249c3a9839c27a6a79820a24e7a6fec6b5992423,28,13,15
0x6f0365ca2c1dd63473f898a60f878a07e0f68a26,180,35,145
0x52ad791ed49d4d8b0e2d029a381f703f57e37614,49,24,25
0xb95e7a78764fefe89d9795c7641f6136278b7c28,139,129,10
0xd3771e1aad236a9ff04b4ecef91ab88f45eabcc4,383,379,4
0x7ed2ddad638ec29d71868b1e967fc8b53573ef62,174,80,94
0xc6065b9fc8171ad3d29bad510709249681758972,42,3,39
0x5423856728612f358c84a37805799755be2722c8,68,59,9
0x7ba6f990188f0a28594ca2441c0bde310c2bdd70,22,22,0
0xe2889645716c27194b75484eb7150f9c9ddd824c,186,112,74
0x6ff2f6ee0db091d7cfde2f2220ae25e90d7032a1,65,60,5
0xaf847f761e4fc8165f0261808d8ab5acbb7fd77a,65,47,18
0x15a2bbf2db5cb0ca73ed97e4fc1250ecb7f0645c,43,36,7
0x1569f5d2114dafbd35d7c756f58510703b04d35d,33,5,28
0x8419721412da63076b4556247a028e93ab51f9f4,89,89,0
0x622eb38c3640d6b3f2886564f721e366daccf379,69,69,0
0x3d7bacc0dea5b0b2e65b9cb25540abc612e6f61e,35,34,1
0x85522a73cb3fd47d3616e5e82b4988b05a5b8576,57,16,41
0x400850974d6d69bb5f71e0f7de445fe27e132838,135,95,40
0xad265ab9b99296364f13ce5b8b3e8d0998778bfb,335,245,90
0x4f224627a5588c104168060c70175efb6af414ea,83,33,50
0xd60917e1abde5c9e3395cfba5688c735a89b3281,165,23,142
0x3e52dd75ebb13077fc0eb3eefd8a69fb5ad39aa9,55,36,19
0x8c539b123424dbb7949b9f683ac466fbadfb0699,66,66,0
0x3eeb21a41025d9ec8d9540aa6d17d6900eec6957,84,39,45
0x46a026ba6537edca574990666d69cc3b3b85f456,22,6,16
0xfcb1315c4273954f74cb16d5b663dbf479eec62e,263,172,91
0xa87f2697241913fbcebb49add1f5e38a891758de,490,27,463
0x130cfab3817467f532c179d4e6502f5a7e7d44c7,80,0,80
0x8a854288a5976036a725879164ca3e91d30c6a1b,364,364,0
0x5bf844122db21ae6f787ddda9806aa7dd6489998,34,34,0
0x681c4f8f69cf68852bad092086ffeab31f5b812c,349,349,0
0x769a6dd9fa2178c486f1718537ebd365d7a0ae10,65,37,28
0xdd510ce28dfd085d9cf58f5402ca6d63985e83c0,386,386,0
0x9294b5bce53c444eb78b7bd9532d809e9b9cd123,260,138,122
0x320cb39d51acff8a9a18084b168917372654223f,335,335,0
0x08d967bb0134f2d07f7cfb6e246680c53927dd30,208,72,136
0xfe459828c90c0ba4bc8b42f5c5d44f316700b430,76,76,0
0x997dc9046a17605e347ddf4879d0675837c26222,15,14,1
0x6632a9d63e142f17a668064d41a21193b49b41a0,209,119,90
0x9048de699869385756939a7bb0a22b6d6cb63a83,128,32,96
0x215de37f364801c2306cc4a4ed63780e614979e7,128,38,90
0xd4f8b4826847ca01652acaaf09e48b3cb96f72df,224,20,204
0x9addc548b700b1e6e8d9c9cac3303b847f1c0944,41,30,11
0xac144405e0710b334a7cde5ece6abcc1df63022a,36,33,3
0xbba10c994e2780b459cf6511d9ad3d4f5d38b5a1,144,2,142
0xc2ac394984f3850027dac95fe8a62e446c5fb786,104,30,74
0x36060a7313a65d4d510827003bdc7166f23c1c67,103,68,35
0x0f2d719407fdbeff09d87557abb7232601fd9f29,167,167,0
0x6cbe9edec134b9d750f4f515dc02a9bd656ed512,100,76,24
0x3aadc3bce49724ce299fd9f3850211211c399c8c,49,49,0
0xe3feb315ae49491900e34763d7d5aecc4277d843,147,99,48
0x6f24a2a5ecfffb0610f69929e9aa7fcef441897a,82,42,40
0x11ce3c5ecfa4cc788eaa94157a63a1ca4863a90c,97,80,17
0x5c523d6abe17e98eaa58c2df62a6ec9162f3b9a1,125,37,88
0xdd7e26849f031562d4def5f06598a270eccb9460,473,464,9
0x81a83975c9ed8c56c45154e42967d084ac58a17d,125,61,64
0x72519fa6cd095c99d5d67e31ddc117409bc5c047,41,41,0
0x4e13607c0777e86dfac61748c18b44595d23c9d6,107,64,43
0x4a8f5f96d5436e43112c2fbc6a9f70da9e4e16d4,35,1,34
0x5c211b8e4f93f00e2bd68e82f4e00fbb3302b35c,166,101,65
0x4521c9ad6a3d4230803ab752ed238be11f8b342f,142,19,123
0x165f6bf638a83ef603064d84f12ea944d17dc8da,55,16,39
0x10d97d524577ae4df2724c83aab184c23fdf5d0c,60,16,44
0xe909c4a1275e8fd21accda5d4332d2306d2812ad,174,46,128
0x4db2f986ca49d3938b472a3bf1aeba6168e61f7a,64,22,42
0xd1c352788be45e2896a24780a53e83dae4543ff0,36,24,12
0xf8417de025933ed54d39f8a4f67bcc9d83c13665,41,0,41
0x553cb3f9dfb836f0d192545f99987c0bce1cd27c,88,33,55
0xd1b624f07a4d9b3e3746e33cb58f42df079b5444,43,40,3
0x5308ae1a272e87cb5b09d1b09492a414148b71a1,83,72,11
0xf5b5efc906513b4344ebabcf47a04901f99f09f3,143,41,102
0x8abe8ccc71aee3e80bd02e7a3ee09f12ff425c9c,61,61,0
0x535181d7a6e103b927afac13de159b07f9dcea6e,70,55,15
0x4287bd7cc2b4aa8650e2887055a4674759c216e2,366,345,21
0xaea3f88b62e87f7bf5e99972a22439071b3a0135,81,81,0
0xfdeef424c147e869a9bb2723874186f06f36b386,83,27,56
0xb02ffc9f45dd07cce192d7b8ddddc9eecee13aa6,33,8,25
0x974b48447a2b0e235a2bae5026de178ebab433ad,26,20,6
0x08389495d7456e1951ddf7c3a1314a4bfb646d8b,140,140,0
0x2f8d29fe4cb2c7836d2678ffc344904cc46ebe37,40,38,2
0x3ab6ed69ef663bd986ee59205ccad8a20f98b4c2,108,108,0
0x0586d61c978acbf8bd793649d7f33158a1d8fc93,47,47,0
0xa02120696c7b8fe16c09c749e4598819b2b0e915,93,5,88
0x7995ab36bb307afa6a683c24a25d90dc1ea83566,242,27,215
0x49aac71bb0ca59feff7900dc5d15c81efd354ce0,32,9,23
0x55de881dcc0cffb648860635fac8997d65db6cb1,139,41,98
0xa3417899116f780c72c8f6fc60842cb36c4454a1,47,47,0
0x8dccd0ac948d4dd262fbd0e679c3d54677f56b34,170,47,123
0xb59933d1e071abb1199d1bf87dd2f938fdb35999,24,9,15
0x7d0e63736aeb136acd44c70d6e1a0f27fb897679,390,256,134
0x91cc3844b8271337679f8c00cb2d238886917d40,226,92,134
0x5f75b17a44625f8814fea5b30fecd3d6ab510bb0,334,334,0
0x9a43be5183a9f69cc7e03d29ae9f24f133038f9f,281,67,214
0x98a4f41cdae6df13088b0ba0f25f688365348f6b,24,24,0
0x321864ddb3066d8268073ecee591da52c308eb40,71,7,64
0xc67b12049c2d0cf6e476bc64c7f82fc6c63cffc5,96,96,0
0x78a5e2b8c280fa5580fbe1e1ed546183f959d305,144,82,62
0x846c66cf71c43f80403b51fe3906b3599d63336f,237,84,153
0x602f65bb8b8098ad804e99db6760fd36208cd967,59,24,35
0x52daf33dac423ca3d63e53b098e3edab3acfdb0e,121,97,24
0xc1529c75a3b5cb40d5727cff5d113a7fd380632d,43,38,5
0x250e674ec63df4273c493c419d9f1e44035cbdac,112,74,38
0x2e792f8d3ee6dc4abb62b95f1f7ba2b6904ea7a5,30,8,22
0x76a34d72b9cf97d972fb0e390eb053a37f211c74,101,66,35
0xdb7b094fdc04f51560a03a99f747044951b73727,111,49,62
0xba6b0dbb2ba8daa8f5d6817946393aef8d3a4487,41,41,0
0x1ffcd1f2511d4a277a7efc08a4f3e808544f6ab0,435,44,391
0x2c9023bbc572ff8dc1228c7858a280046ea8c9e5,254,77,177
0xb7c9e99da8a857ce576a830a9c19312114d9de02,127,8,119
0xd9f23b79810b4fa2785d3399ba0a4cbb0e42be51,38,14,24
0x8fb6df76235b2f1c605f0ee962d1a727783e0221,357,357,0
0x94bccfcbefd6102b953a85afb81236958c10feed,297,22,275
0xdcb1cdfe2b5f592e7bdc2696b7a68c6e866c4cc2,468,49,419
0xb5068f4f23ce76f6f9e789e39b390de176a21e7f,140,38,102
0x2ba797c234c8fe25847225b11b616bce729b0b53,34,20,14
0x805c2077f3ab224d889f9c3992b41b2f4722c787,104,53,51
0xf5427f53bb7362d2cedcd143bcf0a6a16ecb916a,315,311,4
0x73f16f0c0cd1a078a54894974c5c054d8dc1a3d7,379,379,0
0x477f516db22683e65df58c2cba4f5d5859d48424,148,50,98
0x87c4ba6f6ee73e0d420eb56c54243a5ae486e51b,329,143,186
0xec7f8a34b97ac65caad3841659f2cd54285a3950,141,67,74
0xd9d74a29307cc6fc8bf424ee4217f1a587fbc8dc,32,32,0
0x8740540363ecd1e426333b2af89b5d8bd3606002,205,137,68
0xd56ebc09816e5015874d463a301821ad5e0d2f0b,64,16,48
0x564207a9cfb374157bfc6ac7472d8782bbc0f4d9,51,51,0
0x7fd0e15577e54d80bf6f00c6343c0af2297db45c,35,35,0
0x2a2550e0a75acec6d811ae3930732f7f3ad67588,84,84,0
0x39edffb48fd5cac073e5ffa512c2150d5b5aaabc,188,28,160
0xb84f1226f321f62fd3c4becb1b8f26b8420f1735,37,11,26
0x25990c664d53bb17a175050170043ed4b983a221,15,15,0
0x8b5967b5e370666acce559e7b7bec52c63ef0f89,52,45,7
0xe1747a23c44f445062078e3c528c9f4c28c50a51,148,139,9
0x25a1de1c3ee658fe034b8914a1d8d34110423af8,146,56,90
0x6e9da81ce622fb65abf6a8d8040e460ff2543add,191,42,149
0x3ebe3ac2aafac38fe35427fd07cebe2a8bbb9b74,263,32,231
0x956a316aa74b489ccf26b4be79f80183f31b39c0,64,16,48
0xeb6600e62c24d17734c1807414a9159b116c9520,361,262,99
0x2299bfdd01ea047a1a3231c2702bfcb44c1e4d25,99,73,26
0x7140400c663da4c4fe6adbc26340fc17827c5481,97,84,13
0x64b53b530322da81f1c5ba3c206fa291d5f332cb,48,48,0
0xd45eb82de0f33d4d2261c46b03a6000dd2366480,234,52,182
0x42bbfa2e77757c645eeaad1655e0911a7553efbc,117,117,0
0x22674fd4ce74765c211eec01698fda36f57a650a,120,47,73
0xda19f6959c47fd207746808adb04c79e3b358997,34,10,24
0x94952c05f3c1ee0810f7c84574773a8c65c8ffb7,142,97,45
0xd5ccbc9a8f13bb6cfec7938992bdf04ff1a45683,26,24,2
0x513ef3f0d5259a0819370459a86930d047bf8e9d,79,79,0
0x905bdb976e4bdef5b42c83475f54d1c2903a9bf7,118,113,5
0x950b9476a4de757bb134483029ac4ec17e739e3a,191,34,157
0x784d3caf4bff470bd54b5219bf8208b13bed25a3,251,195,56
0x1c48f86ae57291f7686349f12601910bd8d470bb,164,164,0
0x66290793c75abe25f4edb91eda3ebd0a221c30e3,82,25,57
0xb27614ba8d583faf8177eaca1239188d63b4c4e8,347,332,15
0x7ac66d40d80d2d8d1e45d6b5b10a1c9d1fd69354,418,372,46
0xc4e600b2aaca19da4199cb87589ed90184a59246,231,200,31
0x0a0d164a2e7e0423f5f61533dccfab1b6efd6b4b,34,12,22
0x882a64d93779d0f4e50cca3c8735c61983f462a1,58,58,0
0x1b7b76b3febae2898499705e1adab7f724668f4a,21,20,1
0xb71b1720a28732060acbd259b03fcda768a6ddd0,37,34,3
0x7f3141c4d6b047fb930991b450f1ed996a51cb26,62,62,0
0x0c9153d9abb5e0489c89b38837f248816f151f42,255,214,41
0xdb298285fe4c5410b05390ca80e8fbe9de1f259b,81,18,63
0xadd3bcad41124026e300991e862621419e96b626,34,5,29
0xaa099b15ee2ad59e7c2eb553bcb184cb2473f21f,43,22,21
0xf16e81dce15b08f326220742020379b855b87df9,193,58,135
0x2cea61e0ec92009e6623532413a2961b0e2ca5ff,403,27,376
0x2b7d62c8d3e0cdf1c51c0a0d5077a34ab47b45ba,79,61,18
0x8a94dbfb613958e0cd78b4461edcfc9c97d9b708,119,79,40
0xc308e9f442e56a05e61bb785d7e048f0e52bec5f,70,17,53
0xd10ea170fcfd4d6f2c9fd7a596d7b0ba10a52648,393,89,304
0xb85f4b36549e03c20242a3c6ef705221fdbd0843,40,38,2
0x01ff50f8b7f74e4f00580d9596cd3d0d6d6e326f,203,65,138
0xf78765bd14b4e8527d9e4e5c5a5c11a44ad12f47,186,59,127
0x697e0a5e2a6be117760d192a03fac688e774efcf,114,81,33
0x82a8f334a4b6e7d62cca189d44c295a293dce631,28,10,18
0xf205969d2822900d4617731d3a7b62535d8beb50,68,51,17
0x0eed0a2b4df338fc1bca6115e4100592632d14cd,92,65,27
0x05fee3b8e939acbb4e8073d784e3ec0977509770,312,230,82
0xc8de19e46a370ae31e6f64880cebc3884214b826,70,65,5
0x58169d34e9298761f97a06cf9ba5f4b134e268b9,60,50,10
0x486be2be480aed1e21ba884b0b559fdd0eb14153,52,17,35
0x89ac26c0afcb28ec55b6cd2f6b7dad867fa24639,160,160,0
0xe84a94b049eb07386e9f9316fe45651e8987236d,154,120,34
0x4bb33f6e69fd62cf3abbcc6f1f43b94a5d572c2b,135,34,101
0x75ecb52e403c617679fbd3e77a50f9d10a842387,56,13,43
0x1a2d222c3ff93f4f1a9d26b27f6669bf8522aa62,26,26,0
0x8e0fe2947752be0d5acf73aae77362daf79cb379,61,61,0
0x0e42ffbac75bcc30cd0015f8aaa608539ba35fbb,104,50,54
0xf1268733c6fb05ef6be9cf23d24436dcd6e0b35e,302,230,72
0x386300f232aca4bda9253f3201fa512683b6e477,409,144,265
0x4f89cd0cae1e54d98db6a80150a824a533502eea,156,87,69
0x5c2877fb8992d22b8d764e7d799b7f89d8130ecb,128,82,46
0x7c41e89e299b1af7c549d42e1483b25bf84b1a11,44,7,37
0xd9aaf0b1733159a4628ecf718a9a3920691891ad,62,12,50
0xd46814b736db3c6feed576a59e3ff140075c9e0a,143,60,83
0x27787755137863bb7f2387ed34942543c9f24efe,180,51,129
0xac87febdf7ef7d5f930497cafab9c25d35b932f9,157,49,108
0xe8d86c216439a50eba1ea01007addfde17fd471f,266,116,150
0x5d01663be95186409129eb4696b6a9d2be8c825e,378,9,369
0x77caa81d0c99383c9ff4ba177d0c69c8a41f0f50,63,34,29
0xccc8cb5229b0ac8069c51fd58367fd1e622afd97,182,61,121
0xc7c9567bd3020e8148e43d0831c33d4843f0b0e1,139,76,63
0x0c6822ca73de6871f27acd9ca05a05b99294b805,306,9,297
0x98e5790f343b83e850c20fb2d100b28de5e8aeeb,407,17,390
0x69690fa25f3c2d4ccbf0e4395b098951f7473ccb,62,52,10
0xe8fab2124411e8f5643b15a4a439109ebdd7c9d5,114,95,19
0x851d6f58f2e5f425da765453054a39c93f5d940a,41,4,37
0x503b13a4fee55d0178a44c2c45319ad266e56508,58,58,0
0xaa6f1adf4915955717d8fc66758ff604797fd889,31,28,3
0xe803178b48a0e560c2b19f3b3d4e504f79d229ce,60,12,48
0xacf63e56fd08970b43401492a02f6f38b6635c91,181,62,119
0x399bd363426dfdd7f84fe8b917e1a3525b039309,38,38,0
0x770ca0b825810f43ca7d67fdc2bdc7f10f911264,89,80,9
0x3121c26bd9749cd1951dec16e0d22dc68879173c,198,5,193
0x2b841d4b7ca08d45cc3de814de08850dc3008c43,185,93,92
0xeab695a8f5a44f583003a8bc97d677880d528248,490,490,0
0xc9e3ca32caaa6ee67476c5d35d4b8ec64f58d4ad,232,69,163
0x056354f3ff20743aa4c0da365603871c7000b081,109,33,76
0x2bc26843dfac673e5936851a94b48f391d49c35b,43,43,0
0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,371,371,0
0x659cf1306edba213d1fb8f9352b4593a82b05d0c,74,42,32
0x5973ff9948aa4f90bee03b4dfd17620b2d098506,104,78,26
0x8bb6f9463524af5c248d085d37c91b96d8aaff80,57,11,46
0x134460d32fc66a6d84487c20dcd9fdcf92316017,320,85,235
0x921fa0f0fe7e01e861b2cf583a54a8c3e9b40b1e,58,2,56
0x9cc26d6c68af6c7b7316dea943f059441a54d68a,81,54,27
0x3c2eb40d25a4b2b5a068a959a40d57d63dc98b95,51,34,17
0xb1dc55ef244365b490fd742ffef3f1f76f754c72,41,34,7
0x6c2ee8f91eeedab26bab7fddc8b6ae8ecb045a99,17,16,1
0xc314d734eae9b3926c15bc2c89596822b541effd,131,131,0
0x38b7e06eb1a6b8af8b3a06ecc0f673d9f8421ebb,58,10,48
0xc782ab25dac76565d3fdede36fcf87227c9217da,177,99,78
0xbe38cdeb8a95e78b3209c80c9c251d47e5ac8756,3,1,2
0xb4dff5da3c48d6411f6ac633ca634454d77c9353,10,10,0
0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,240,85,155
0xd5af737470e963f40f9e681b2e9d12acdbbb5492,252,45,207
0x8300cbee453bcf3ea7807da6489519203ce409d9,76,16,60
0x21663c006603f43a40c638fcd2406940aa96da19,105,22,83
0x16a534a7fff753c9fb58dcaeabc1a6b33424d7e3,51,30,21
0x8782248479384806592275850628480268655141,45,31,14
0x7ae89e0730cc05ecf952f6eb9b5ec19083342699,73,55,18
0xb1784e823dc14ad29ec3080127f9d04a6c968ae5,36,5,31
0x80151bf10579df3aeb59e747d3ac0201e4290986,157,83,74
0x3ea8ea4237344c9931214796d9417af1a1180770,56,28,28
0x880ed873dde83f533564903c8aebb6e9fa9f8c81,148,90,58
0x15a0995025ce062c9511eb483749b68d7363fdbd,148,129,19
0xdb9d18375ffc8f646849e8caa46d4ebb994024fc,75,50,25
0x031ac90dcb0f59ac3a73a4a4dfaf1d88ad03ef0c,223,223,0
0xf05e0a149e4ab0253aa5e1575302e721d02369c0,116,69,47
0xcea55a18b3beb6c2fab7e546679037d3d845011b,22,22,0
0xa23c1194d421f252b4e6d5edcc3205f7650a4ebe,50,1,49
0xc67be59f359c48eb46bca5eb6a50429c8f04af96,191,93,98
0x8e1b448ec7adfc7fa35fc2e885678bd323176e34,240,80,160
0x506a286a6bb78c9e5d189f436619a87a90aab088,122,93,29
0xe0962d2e64c5922ea7e8b4967077c4cb7ea7cbc3,248,173,75
0x80d2f4321d5fcbae61d06b8a716b1b1ef49471df,54,16,38
0x5ef37d3c4b5b70f7453b93f811dce5ae169ed736,50,48,2
0x66ebc734c5aa30dded9c5886e7e0e4ae105dd6e5,50,50,0
0x73da73ef3a6982109c4d5bdb0db9dd3e3783f313,363,41,322
0xfc6bc5d50912354e89bad4dabf053bca2d7cd817,426,75,351
0x36b00c4c6ce3653a091c7940fc98c3acb0043871,91,4,87
0x3da2133160967ed0ac99a807e3bf9dc98fb9a15c,136,108,28
0xfc0946b334b3ba133d239207a4d01da1b75cf51b,219,182,37
0xef2eecaabfce330a3f5fa24c99e27d5a04a2155b,84,57,27
0xb1cc77e701de60fe246607565cf7edc9d9b6b963,75,42,33
0x000000059619cdddc056910672abc90887136a95,132,115,17
0x3496b523e5c00a4b4150d6721320cddb234c3079,132,132,0
