offset,opcode,detection
1515,1515: SLOAD,Store read after unsafe call
1522,1522: SSTORE,Store write after unsafe call
1630,1630: SLOAD,Store read after unsafe call
1637,1637: SSTORE,Store write after unsafe call
2024,2024: SLOAD,Store read after unsafe call
2031,2031: SSTORE,Store write after unsafe call
2263,2263: SLOAD,Store read after unsafe call
2309,2309: SLOAD,Store read after unsafe call
2392,2392: SSTORE,Store write after unsafe call
2458,2458: SLOAD,Store read after unsafe call
2504,2504: SLOAD,Store read after unsafe call
2587,2587: SSTORE,Store write after unsafe call
2680,2680: SLOAD,Store read after unsafe call
2779,2779: SSTORE,Store write after unsafe call
2998,2998: SLOAD,Store read after unsafe call
3139,3139: SSTORE,Store write after unsafe call
3285,3285: SLOAD,Store read after unsafe call
3426,3426: SSTORE,Store write after unsafe call
3688,3688: SLOAD,Store read after unsafe call
3695,3695: SSTORE,Store write after unsafe call
3789,3789: SLOAD,Store read after unsafe call
3946,3946: SSTORE,Store write after unsafe call
4092,4092: SLOAD,Store read after unsafe call
4233,4233: SSTORE,Store write after unsafe call
4326,4326: SLOAD,Store read after unsafe call
4479,4479: SSTORE,Store write after unsafe call
4909,4909: SLOAD,Store read after unsafe call
4916,4916: SSTORE,Store write after unsafe call
5051,5051: SLOAD,Store read after unsafe call
5065,5065: SSTORE,Store write after unsafe call
5266,5266: SLOAD,Store read after unsafe call
5312,5312: SLOAD,Store read after unsafe call
5395,5395: SSTORE,Store write after unsafe call
5493,5493: SLOAD,Store read after unsafe call
5500,5500: SSTORE,Store write after unsafe call
