offset,opcode,detection
2255,2255: SLOAD,Store read after unsafe call
2262,2262: SSTORE,Store write after unsafe call
2366,2366: SLOAD,Store read after unsafe call
2373,2373: SSTORE,Store write after unsafe call
2878,2878: SLOAD,Store read after unsafe call
2885,2885: SSTORE,Store write after unsafe call
2971,2971: SLOAD,Store read after unsafe call
3017,3017: SLOAD,Store read after unsafe call
3100,3100: SSTORE,Store write after unsafe call
3269,3269: SLOAD,Store read after unsafe call
3410,3410: SSTORE,Store write after unsafe call
3674,3674: SLOAD,Store read after unsafe call
3681,3681: SSTORE,Store write after unsafe call
3793,3793: SLOAD,Store read after unsafe call
3807,3807: SSTORE,Store write after unsafe call
4175,4175: SLOAD,Store read after unsafe call
4182,4182: SSTORE,Store write after unsafe call
4346,4346: SLOAD,Store read after unsafe call
4360,4360: SSTORE,Store write after unsafe call
4504,4504: SLOAD,Store read after unsafe call
4644,4644: SSTORE,Store write after unsafe call
5131,5131: SLOAD,Store read after unsafe call
5177,5177: SLOAD,Store read after unsafe call
5260,5260: SSTORE,Store write after unsafe call
5352,5352: SLOAD,Store read after unsafe call
5505,5505: SSTORE,Store write after unsafe call
5617,5617: SLOAD,Store read after unsafe call
5631,5631: SSTORE,Store write after unsafe call
5697,5697: SLOAD,Store read after unsafe call
5743,5743: SLOAD,Store read after unsafe call
5826,5826: SSTORE,Store write after unsafe call
5924,5924: SLOAD,Store read after unsafe call
5931,5931: SSTORE,Store write after unsafe call
