offset,opcode,detection
1289,1289: SLOAD,Store read after unsafe call
1296,1296: SSTORE,Store write after unsafe call
1404,1404: SLOAD,Store read after unsafe call
1411,1411: SSTORE,Store write after unsafe call
1798,1798: SLOAD,Store read after unsafe call
1805,1805: SSTORE,Store write after unsafe call
1912,1912: SLOAD,Store read after unsafe call
2015,2015: SSTORE,Store write after unsafe call
2081,2081: SLOAD,Store read after unsafe call
2127,2127: SLOAD,Store read after unsafe call
2210,2210: SSTORE,Store write after unsafe call
2303,2303: SLOAD,Store read after unsafe call
2402,2402: SSTORE,Store write after unsafe call
2621,2621: SLOAD,Store read after unsafe call
2762,2762: SSTORE,Store write after unsafe call
2908,2908: SLOAD,Store read after unsafe call
3049,3049: SSTORE,Store write after unsafe call
3195,3195: SLOAD,Store read after unsafe call
3336,3336: SSTORE,Store write after unsafe call
3482,3482: SLOAD,Store read after unsafe call
3623,3623: SSTORE,Store write after unsafe call
3716,3716: SLOAD,Store read after unsafe call
3869,3869: SSTORE,Store write after unsafe call
4132,4132: SLOAD,Store read after unsafe call
4139,4139: SSTORE,Store write after unsafe call
4229,4229: SLOAD,Store read after unsafe call
4329,4329: SLOAD,Store read after unsafe call
4412,4412: SSTORE,Store write after unsafe call
4614,4614: SLOAD,Store read after unsafe call
4660,4660: SLOAD,Store read after unsafe call
4743,4743: SSTORE,Store write after unsafe call
4841,4841: SLOAD,Store read after unsafe call
4848,4848: SSTORE,Store write after unsafe call
